,loss,accuracy,val_loss,val_accuracy
0,4.353232383728027,0.16959460079669952,2.1659321784973145,0.2540540397167206
1,1.8798669576644897,0.4587837755680084,1.4347460269927979,0.6675675511360168
2,1.0180141925811768,0.7216216325759888,0.6824502348899841,0.816216230392456
3,0.3627743721008301,0.9060810804367065,0.2309829294681549,0.954054057598114
4,0.11036819964647293,0.9804053902626038,0.1497427076101303,0.9675675630569458
5,0.05954033136367798,0.9858108162879944,0.15198974311351776,0.9756757020950317
6,0.03055182285606861,0.9925675392150879,0.14365386962890625,0.9756757020950317
7,0.017840249463915825,0.9952702522277832,0.15795953571796417,0.9702702760696411
8,0.013816756196320057,0.9972972869873047,0.13433632254600525,0.9756757020950317
9,0.013790301978588104,0.9966216087341309,0.15341491997241974,0.9729729890823364
10,0.03645084798336029,0.995945930480957,0.13708849251270294,0.9729729890823364
11,0.02347441017627716,0.9979729652404785,0.15048307180404663,0.9729729890823364
12,0.02059251256287098,0.995945930480957,0.14602801203727722,0.9729729890823364
13,0.02307312935590744,0.9952702522277832,0.13332048058509827,0.9756757020950317
14,0.03159329667687416,0.9952702522277832,0.14150412380695343,0.9702702760696411
15,0.010664884001016617,0.9979729652404785,0.13161486387252808,0.9756757020950317
16,0.009056558832526207,0.9966216087341309,0.14418253302574158,0.9729729890823364
17,0.011457283049821854,0.9966216087341309,0.1413557231426239,0.9729729890823364
18,0.012664935551583767,0.9972972869873047,0.13330557942390442,0.9729729890823364
19,0.013241379521787167,0.995945930480957,0.14291855692863464,0.9729729890823364
