,loss,accuracy,val_loss,val_accuracy
0,1.737990140914917,0.41959458589553833,1.0413498878479004,0.6729729771614075
1,0.7405049204826355,0.8121621608734131,0.49898582696914673,0.9135135412216187
2,0.3311972916126251,0.949999988079071,0.27341634035110474,0.9594594836235046
3,0.1682119071483612,0.9851351380348206,0.1721642166376114,0.9702702760696411
4,0.09984137117862701,0.9918919205665588,0.12726806104183197,0.9837837815284729
5,0.069492407143116,0.9952702522277832,0.10294143855571747,0.9891892075538635
6,0.05053339898586273,0.9972972869873047,0.09237958490848541,0.9837837815284729
7,0.040950339287519455,0.9952702522277832,0.07928431034088135,0.9891892075538635
8,0.03261692449450493,0.9945945739746094,0.07056096196174622,0.9891892075538635
9,0.02709866128861904,0.9972972869873047,0.07172152400016785,0.9864864945411682
10,0.02473432384431362,0.9986486434936523,0.06878923624753952,0.9891892075538635
11,0.02143236994743347,0.9972972869873047,0.06330603361129761,0.9864864945411682
12,0.018851187080144882,0.995945930480957,0.05900922790169716,0.9864864945411682
13,0.016604697331786156,0.9966216087341309,0.05932246893644333,0.9864864945411682
14,0.017055241391062737,0.995945930480957,0.0558164119720459,0.9864864945411682
15,0.014029406011104584,0.995945930480957,0.05480235442519188,0.9891892075538635
16,0.012534930370748043,0.9972972869873047,0.055456336587667465,0.9864864945411682
17,0.013627024367451668,0.9966216087341309,0.05793013796210289,0.9891892075538635
18,0.015407092869281769,0.9952702522277832,0.053149908781051636,0.9891892075538635
19,0.011837562546133995,0.995945930480957,0.05357759818434715,0.9864864945411682
